entity_name,canonical_name,entity_id,Contributor.ID,original_group_id,to_add_status,confirmed_link,flag,review_group_id,entity_status,city,n_contributions,conflicting_contributor_ids,confirmed,is_conflict,link_methods,total_amount,max_single_recipient,same_recipient_variant,state,zip,
PLUMBERS AND STEAMFITTERS LOCAL UNION 403 STATE & LOCAL POLITICAL ACTION FUND,NA,df4fad01-95d2-441e-9c03-96ed1016449c,880500,org_rg_22,don't add,no,,org_rg_22_l,merge_conflict,San Luis Obispo,1,TRUE,FALSE,FALSE,map1_bridge,2500,85250,TRUE,CA,93401-7108,
PLUMBERS LOCAL UNION 78,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 78,5643ca6f-4e65-453f-9c62-937d6d107211,981333,org_rg_22,add to map,no,,org_rg_22_m,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,2500,85250,FALSE,CA,90015,
"PLUMBERS, STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393 PAC SMALL CONTRIBUTOR COMMITTEE",UNITED ASSOCIATION PLUMBERS STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393,7b9a6079-8119-4a7b-9818-f201aa2a6f34,851452,org_rg_22,add to map,yes,,org_rg_22_n,merge_conflict,Sacramento,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,1500,85250,FALSE,CA,95814,
UA 393 PLUMBERS & STEAMFITTERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),UNITED ASSOCIATION PLUMBERS STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393,7b9a6079-8119-4a7b-9818-f201aa2a6f34,NA,org_rg_9700,add to map,yes,,org_rg_22_n,new_entity,San Jose,42,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,7534.58,5424.1,TRUE,CA,95119,
UA 393 PLUMBERS & STEAMFITTERS(INTERMEDIARY FOR UNITEMIZED MEMBER DUES),UNITED ASSOCIATION PLUMBERS STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393,7b9a6079-8119-4a7b-9818-f201aa2a6f34,NA,org_rg_9700,add to map,yes,,org_rg_22_n,new_entity,San Jose,9,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,1505.52,5424.1,TRUE,CA,95119,
PLUMBING INDUSTRY CONSUMER PROTECTION FUND UNITED ASSOCIATION LOCAL 159,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 159,4c5e9e02-3526-46e1-9ea5-4ffa6eb3aa06,862085,org_rg_22,add to map,no,,org_rg_22_o,merge_conflict,Martinez,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,3500,85250,FALSE,CA,94553,
SPRINKLER FITTERS LOCAL 483 (REPRESENTS UNITEMIZED MEMBER DUES),NA,15de194b-4e4d-4a41-b53c-fc4de86f8022,NA,org_rg_22,,,more than one canonical name,org_rg_22_p,merge_conflict,Hayward,5,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,102002,85250,FALSE,CA,94545,
STEAMFITTERS LOCAL 342 POLITICAL ACTION COMMITTEE,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 342,2a318cf1-5ba7-4d59-83ba-d495173c995a,890268,org_rg_22,add to map,yes,more than one canonical name,org_rg_22_q,merge_conflict,Concord,1,TRUE,FALSE,TRUE,same_contributor_id,39200,85250,TRUE,CA,94518-2501,
UA LOCAL 342,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 342,2a318cf1-5ba7-4d59-83ba-d495173c995a,NA,org_rg_22,add to map,yes,more than one canonical name,org_rg_22_q,merge_conflict,Concord,1,TRUE,FALSE,FALSE,map1_bridge,190,85250,FALSE,CA,94518,
UA JOURNEYMEN & APPRENTICES LOCAL 250 PAC,NA,cbcbd425-5659-49ea-a74a-7c2686d1205a,743959,org_rg_22,,,more than one canonical name,org_rg_22_r,merge_conflict,Gardena,2,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,19600,85250,FALSE,CA,90248,
UA LOCAL 246 PLUMBERS & PIPEFITTERS COPE COMMITTEE,UNITED ASSOCIATION PLUMBERS & PIPEFITTERS LOCAL 246,7689ad38-1ee7-40e7-9a29-c8f193c45673,870601,org_rg_22,add to map,no,,org_rg_22_s,merge_conflict,Fresno,1,TRUE,FALSE,FALSE,same_contributor_id,2000,85250,FALSE,CA,93727,
UA PLUMBERS & STEAMFITTERS LOCAL 582 PAC,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 582,b2cb292e-a8c8-4c90-b621-c7ca985ab47b,890440,org_rg_22,add to map,no,,org_rg_22_t,merge_conflict,Orange,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,5000,85250,FALSE,CA,92868,
UNITED ASSOCIATION LOCAL UNION 345,NA,a3e3a718-7b60-404e-9cb1-b055c7d1d302,NA,org_rg_22,don't add,no,,org_rg_22_u,merge_conflict,Duarte,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,2350.53,85250,FALSE,CA,91010,
UNITED ASSOCIATION OF PLUMBERS & STEAMFITTERS LOCAL UNION #484 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),NA,4497d211-9522-497b-ab8a-88b4ded67146,NA,org_rg_22,don't add,no,,org_rg_22_v,merge_conflict,Ventura,17,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,373.57,85250,FALSE,CA,93001,
CALIFORNIA ENVIRONMENTAL VOTERS,CALIFORNIA ENVIRONMENTAL VOTERS,2394cc32-8c85-4dbf-a729-b70f1e3024b1,NA,org_rg_260,add to map,yes,,org_rg_260_a,adding_to_existing,Oakland,65,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,64703.34,335376,TRUE,CA,94607 | 94612,
CALIFORNIA ENVIRONMENTAL VOTERS SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA ENVIRONMENTAL VOTERS,2394cc32-8c85-4dbf-a729-b70f1e3024b1,1233721,org_rg_260,add to map,yes,,org_rg_260_a,adding_to_existing,Oakland,1,TRUE,FALSE,FALSE,map1_bridge,8000,335376,FALSE,CA,94612-2018,
ELECT CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS,ELECT CLIMATE CHAMPIONS FUND,f3cd48a8-cb68-4e56-aac2-3711f0f1376a,743094,org_rg_260,in existing map,,,org_rg_260_b,adding_to_existing,Oakland,4,TRUE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,330000,335376,TRUE,CA,94607 | 94612,
ELECT COMMITTEE CHAMPIONS FUND RESTRICTED USE,NA,f3cd48a8-cb68-4e56-aac2-3711f0f1376a,743094,org_rg_260,add to map,uncertain,,org_rg_260_b,adding_to_existing,Oakland,1,TRUE,FALSE,FALSE,same_contributor_id,10000,335376,TRUE,CA,94612,
ELECTING CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS,ELECT CLIMATE CHAMPIONS FUND,f3cd48a8-cb68-4e56-aac2-3711f0f1376a,743094,org_rg_260,in existing map,,,org_rg_260_b,adding_to_existing,Oakland,1,TRUE,TRUE,FALSE,map1_bridge | same_contributor_id,5000,335376,FALSE,CA,94612,
VERIZON,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,NA,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Washington,1,TRUE,TRUE,FALSE,map1_bridge,25000,50000,TRUE,DC,20005,
VERIZON COMMUNICATIONS INC GOOD GOVERNMENT CLUB,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,790703,org_rg_295,add to map,yes,,org_rg_295,adding_to_existing,Newbury Park,1,TRUE,FALSE,FALSE,same_contributor_id,5000,50000,FALSE,CA,91320,
VERIZON COMMUNICATIONS INC. & IT'S AFFILIATES,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,NA,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Washington,2,TRUE,TRUE,FALSE,exact_name_v1,10000,50000,FALSE,DC,20005,
VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,489222,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Sacramento,1,TRUE,TRUE,FALSE,exact_name_v1,5000,50000,FALSE,CA,95814,
VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,NA,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Sacramento,4,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,37510,50000,FALSE,CA,95814,
VERIZON COMMUNICATIONS INC. GOOD GOVERNMENT CLUB-CALIFORNIA,VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,790703,org_rg_295,add to map,yes,,org_rg_295,adding_to_existing,Newbury Park,1,TRUE,FALSE,FALSE,name_v5_cross | same_contributor_id,3000,50000,FALSE,CA,91320,
"VERIZON COMMUNICATIONS, INC.",VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,NA,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Sacramento,1,TRUE,TRUE,FALSE,map1_bridge,25000,50000,FALSE,CA,95814-5002,
"VERIZON COMMUNICATIONS, INC. AND ITS AFFILIATES",VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,NA,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Sacramento,2,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,25000,50000,TRUE,CA,95814-3922,
"VERIZON COMMUNICATIONS, INC. GOOD GOVERNMENT CLUB-CALIFORNIA",VERIZON,ba347816-9ee3-4afc-ac68-f153e48456cd,790703,org_rg_295,in existing map,yes,,org_rg_295,adding_to_existing,Newbury Park,1,TRUE,TRUE,FALSE,map1_bridge | name_v5_cross | same_contributor_id,4900,50000,FALSE,CA,91320,
CAL. REAL ESTATE PAC (CREPAC) (SCC),CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,add to map,yes,,org_rg_332,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,5000,2023273.02,FALSE,CA,90071-1704,
CALIFORNIA ASSOCIATION OF REALTORS,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,NA,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,SACRAMENTO,10,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,0,2023273.02,TRUE,CA,95814,
CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,963026,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,4,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1550005,2023273.02,FALSE,CA,90071,
CALIFORNIA REAL ESTATE PAC,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,11,TRUE,TRUE,FALSE,map1_bridge | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,405200,2023273.02,FALSE,CA,90020-1403,
CALIFORNIA REAL ESTATE PAC (CREPAC),CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,2,TRUE,TRUE,FALSE,name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,10000,2023273.02,FALSE,CA,90071,
CALIFORNIA REAL ESTATE PAC (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,3,TRUE,TRUE,FALSE,map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id,15000,2023273.02,FALSE,CA,90071,
CALIFORNIA REAL ESTATE PAC (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,1,TRUE,TRUE,FALSE,name_v5_cross | same_contributor_id,6000,2023273.02,FALSE,CA,90071,
CALIFORNIA REAL ESTATE PAC (CREPAC) CALIFORNIA ASSOCIATION OF REALTORS SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,5,TRUE,TRUE,FALSE,map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id,50000,2023273.02,FALSE,CA,90020 | 90071,
CALIFORNIA REAL ESTATE PAC (CREPAC) SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,2,TRUE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,15800,2023273.02,FALSE,CA,90071,
"CALIFORNIA REAL ESTATE PAC, (CREPAC)-CALIFORNIA ASSOC OF REALTORS",CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,add to map,yes,,org_rg_332,adding_to_existing,LOS ANGELES,3,TRUE,FALSE,FALSE,name_v5_cross | same_contributor_id | same_contributor_id,8000,2023273.02,FALSE,CA,90071,
"CALIFORNIA REAL ESTATE PAC, CREPAC",CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,add to map,yes,,org_rg_332,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,11800,2023273.02,FALSE,CA,90071,
CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles | SACRAMENTO,11,TRUE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,2085773.02,2023273.02,TRUE,CA,90071 | 95814,
CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE - CREPAC,CALIFORNIA ASSOCIATION OF REALTORS,4b309bd1-b0a1-4b2d-b660-de28e0ab751e,890106,org_rg_332,in existing map,yes,,org_rg_332,adding_to_existing,Los Angeles,12,TRUE,TRUE,FALSE,same_contributor_id,1475000,2023273.02,FALSE,CA,90017-3314,
CA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,831628,org_rg_35,add to map,yes,,org_rg_35_a,merge_conflict,Sacramento,1,TRUE,FALSE,TRUE,map1_bridge | same_contributor_id,49000,2848668,FALSE,CA,95814,
CA STATE COUNCIL OF SERVICES EMPLOYEES - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,831628,org_rg_35,add to map,yes,,org_rg_35_a,merge_conflict,Sacramento,1,TRUE,FALSE,TRUE,same_contributor_id,10900,2848668,TRUE,CA,95814-3407,
DIGNITY CA SEIU,NA,14260a86-28da-41fe-847d-a81fb7e09054,NA,org_rg_35,,uncertain,,org_rg_35_b,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge,1000,2848668,FALSE,CA,90057,
DIGNITY CA SEIU LOCAL 2015,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1357256,org_rg_35,,uncertain,,org_rg_35_c,merge_conflict,Los Angeles,14,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,719110,2848668,TRUE,CA,90057 | 90057-1012,
DIGNITY CA SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1357256,org_rg_35,,uncertain,,org_rg_35_c,merge_conflict,Los Angeles | LOS ANGELES,4,TRUE,FALSE,FALSE,same_contributor_id,31500,2848668,TRUE,CA,90057 | 90057-1012,
DIGNITY CALIFORNIA SEIU LOCAL 2015,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1357256,org_rg_35,,uncertain,,org_rg_35_c,merge_conflict,Los Angeles,2,TRUE,FALSE,FALSE,same_contributor_id,2015000,2848668,TRUE,CA,90057-1012,
SEIU - LOCAL 2015,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1357256,org_rg_35,,uncertain,,org_rg_35,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,name_v5_cross | same_contributor_id,5000,2848668,FALSE,CA,90057,
SEIU- LOCAL 2015,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,NA,org_rg_35,,uncertain,,org_rg_35,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,name_v5_cross,35000,2848668,FALSE,CA,90057,
SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015 STATE PAC SMALL CONTRIBUTOR COMMITTEE,NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1374983,org_rg_35,,uncertain,,org_rg_35,merge_conflict,Los Angeles,2,TRUE,FALSE,FALSE,same_contributor_id,39200,2848668,FALSE,CA,90057,
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015, DIGNITY CALIFORNIA",NA,7cf0c6da-179c-44ba-9816-840db4f1ff48,1357256,org_rg_35,,uncertain,,org_rg_35,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,same_contributor_id,50000,2848668,FALSE,CA,90057,
SEIU 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,NA,org_rg_35,add to map,yes,,org_rg_35_d,merge_conflict,Oakland,1,TRUE,FALSE,FALSE,map1_bridge,1650,2848668,TRUE,CA,94609,
SEIU LOCAL 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,NA,org_rg_35,add to map,yes,,org_rg_35_d,merge_conflict,Oakland,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,800,2848668,TRUE,CA,94609-3510,
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1021 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,NA,org_rg_35,add to map,yes,,org_rg_35_d,merge_conflict,Oakland,15,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,13504.31,2848668,TRUE,CA,94607,
SEIU 521 CANDIDATE PAC SMALL CONTRIBUTOR,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,29b0dd81-a615-44f1-b513-780f1a61a280,1297708,org_rg_35,add to map,yes,,org_rg_35_e,merge_conflict,Sacramento,1,TRUE,FALSE,FALSE,same_contributor_id,5000,2848668,FALSE,CA,95814,
SEIU LOCAL 521,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,29b0dd81-a615-44f1-b513-780f1a61a280,NA,org_rg_35,add to map,yes,,org_rg_35_e,merge_conflict,Sacramento,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,5.00E+05,2848668,TRUE,CA,95814-4503,
SERVICE EMPLOYEES INTNL UNION LOCAL 521 PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,29b0dd81-a615-44f1-b513-780f1a61a280,1297708,org_rg_35,add to map,yes,,org_rg_35_e,merge_conflict,SACRAMENTO,1,TRUE,FALSE,FALSE,same_contributor_id,500,2848668,FALSE,CA,95814,
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID C00004036),SERVICE EMPLOYEES INTERNATIONAL UNION,a6b23a19-bfa3-49f4-a697-1dcf0def47bf,1331498,org_rg_35,add to map,yes,,org_rg_35_f,merge_conflict,Washington,3,TRUE,FALSE,FALSE,name_v2_cross | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,125000,2848668,TRUE,DC,20036-1806,
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)(FED PAC ID #C00004036),SERVICE EMPLOYEES INTERNATIONAL UNION,a6b23a19-bfa3-49f4-a697-1dcf0def47bf,1331498,org_rg_35,add to map,yes,,org_rg_35_f,merge_conflict,Washington,5,TRUE,FALSE,FALSE,map1_bridge | name_v2_cross | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,1160847.1,2848668,FALSE,DC,20036,
SERVICE EMPLOYEES INTERNATIONAL UNION (GENERAL FUND ACCOUNTS),SERVICE EMPLOYEES INTERNATIONAL UNION,a6b23a19-bfa3-49f4-a697-1dcf0def47bf,NA,org_rg_35,add to map,yes,,org_rg_35_f,merge_conflict,Washington,8,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,7048142.46,2848668,FALSE,DC,20036,
SEIU LOCAL 1000,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,NA,org_rg_35,add to map,yes,,org_rg_35_g,merge_conflict,Los Angeles,10,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3266.8,2848668,TRUE,CA,90015-4212,
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1000 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,NA,org_rg_35,add to map,yes,,org_rg_35_g,merge_conflict,Sacramento,18,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,900,2848668,TRUE,CA,95811,
SEIU LOCAL 121 RN,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121,30c02982-f5a1-4651-a38e-37ee984b1fd6,NA,org_rg_35,add to map,yes,,org_rg_35_h,merge_conflict,N Hollywood,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,800,2848668,TRUE,CA,91602-2832,
SEIU LOCAL 221,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,d2400816-fdbc-49a9-80e7-4e45ab0c9094,NA,org_rg_35,add to map,yes,,org_rg_35_i,merge_conflict,San Diego,3,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,32250,2848668,TRUE,CA,92111 | 92111-3730,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,d2400816-fdbc-49a9-80e7-4e45ab0c9094,NA,org_rg_35,add to map,yes,,org_rg_35_i,merge_conflict,San Diego,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,85000,2848668,FALSE,CA,92111,
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 221 PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,d2400816-fdbc-49a9-80e7-4e45ab0c9094,1298154,org_rg_49,add to map,yes,,org_rg_35_i,new_entity,Sacramento | San Diego,2,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,1500,17000,FALSE,CA,92111 | 95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221 PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,d2400816-fdbc-49a9-80e7-4e45ab0c9094,1298154,org_rg_49,add to map,yes,,org_rg_35_i,new_entity,Sacramento,1,FALSE,FALSE,FALSE,same_contributor_id,10000,17000,TRUE,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221 PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,d2400816-fdbc-49a9-80e7-4e45ab0c9094,1298154,org_rg_49,add to map,yes,,org_rg_35_i,new_entity,Sacramento,1,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross | same_contributor_id,7000,17000,TRUE,CA,95814,
SEIU LOCAL 721,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,ebd8e7ad-a20f-45d4-869a-2e79c5268150,NA,org_rg_35,add to map,yes,,org_rg_35_j,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,150,2848668,TRUE,CA,90017,
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC ISSUES AND INITIATIVES SPONSORED BY SERVICE EMPLOYEE UNION",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,ebd8e7ad-a20f-45d4-869a-2e79c5268150,891044,org_rg_35,add to map,yes,,org_rg_35_j,merge_conflict,LOS ANGELES,1,TRUE,FALSE,FALSE,same_contributor_id,10000,2848668,TRUE,CA,90017,
SEIU UNITED HEALTHCARE WORKERS - WEST,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,NA,org_rg_35,add to map,yes,,org_rg_35_k,merge_conflict,Oakland,10,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,8887.5,2848668,TRUE,CA,94612 | 94612-1602,
SEIU UNITED HEALTHCARE WORKERS WEST PAC SMALL CONTRIBUTOR SMALL COMMITTEE,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,747285,org_rg_35,add to map,yes,,org_rg_35_k,merge_conflict,Los Angeles,1,TRUE,FALSE,TRUE,same_contributor_id,1000,2848668,FALSE,CA,90017,
SEIU UNITED HEALTHCARE WORKERS- WEST PAC,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,747285,org_rg_35,add to map,yes,,org_rg_35_k,merge_conflict,Los Angeles,1,TRUE,FALSE,TRUE,name_v5_cross | same_contributor_id,35000,2848668,FALSE,CA,90017-5864,
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) UNITED HEALTHCARE WORKERS WEST PAC,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,747285,org_rg_35,add to map,yes,,org_rg_35_k,merge_conflict,Los Angeles,2,TRUE,FALSE,TRUE,map1_bridge | same_contributor_id | same_contributor_id,12500,2848668,FALSE,CA,90017,
