entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC,743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,TRUE,TRUE,FALSE,11,map1_bridge | same_contributor_id | same_contributor_id,100400,59200,Sacramento | SACRAMENTO,CA,95814 | 95814-2933 | 95814-4503,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC  SMALL CONTRIBUTOR COMMITTEE,743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,TRUE,TRUE,FALSE,1,same_contributor_id,7300,59200,Sacramento,CA,95814,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC - SMALL CONTRIBUTOR COMMITTEE,743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,TRUE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,59200,Sacramento,CA,95814,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC SMALL CONTRIBUTOR COMMITTEE,743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,TRUE,TRUE,FALSE,15,same_contributor_id,58200,59200,Sacramento,CA,95814,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,NA,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,6,exact_name_v1,8895.86,59200,Sacramento,CA,95814,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CA PAC,743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,same_contributor_id,11600,59200,Sacramento,CA,95814,
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC, SMALL CONTRIBUTOR COMMITTEE",743501,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,same_contributor_id,35000,59200,Sacramento,CA,95814,
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CA IE PAC,1377164,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,same_contributor_id,0,59200,Sacramento,CA,95814,is marked as recipient committee in cal-access
STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA INDEPENDENT EXPENDITURE PAC,1377164,org_rg_22_f,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,add to map,yes,25e04715-a97a-49f7-9671-bd00a7fe25bb,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,15000,59200,Sacramento,CA,95814,
CA STATE COUNCIL OF SERVICE EMPLOYEES PAC,831628,org_rg_25_a,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,add to map,yes,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,,merge_conflict,FALSE,TRUE,TRUE,2,map1_bridge | same_contributor_id | same_contributor_id,11800,8446000,Sacramento,CA,95814,
SEIU CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE,831628,org_rg_25_a,SERVICE EMPLOYEES INTERNATIONAL UNION,add to map,yes,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,,merge_conflict,TRUE,TRUE,TRUE,2,same_contributor_id,11800,8446000,Sacramento,CA,95814,
CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES ISSUE ADVOCACY,NA,org_rg_25_a,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,add to map,yes,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,,merge_conflict,FALSE,TRUE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,30000,8446000,Sacramento,CA,95814,
DIGNITY CA SEIU LOCAL 2015,1357256,org_rg_25_c,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015,add to map,yes,7cf0c6da-179c-44ba-9816-840db4f1ff48,mult pac ids per entity,merge_conflict,FALSE,TRUE,FALSE,7,exact_name_v1 | exact_name_v1 | map1_bridge,177500,8446000,Los Angeles,CA,90057 | 90057-1012,
SEIU LOCAL 2015,NA,org_rg_25_c,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015,add to map,yes,7cf0c6da-179c-44ba-9816-840db4f1ff48,mult pac ids per entity,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,546000,8446000,Los Angeles,CA,90057,
SEIU 121RN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,org_rg_25_d,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121,add to map,yes,30c02982-f5a1-4651-a38e-37ee984b1fd6,,merge_conflict,FALSE,TRUE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,5399.92,8446000,Pasadena | Washington,CA | DC,20820 | 91103,
SEIU LOCAL 121RN PAC SMALL CONTRIBUTOR COMMITTEE,1303833,org_rg_25_d,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121,add to map,yes,30c02982-f5a1-4651-a38e-37ee984b1fd6,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2000,8446000,Long Beach,CA,90802,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN,NA,org_rg_25_d,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121,add to map,yes,30c02982-f5a1-4651-a38e-37ee984b1fd6,,merge_conflict,FALSE,TRUE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,19087.25,8446000,Pasadena,CA,91103,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN PAC,1303833,org_rg_25_d,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121,add to map,yes,30c02982-f5a1-4651-a38e-37ee984b1fd6,,merge_conflict,FALSE,TRUE,FALSE,1,same_contributor_id,3000,8446000,Long Beach,CA,90802,
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID #C00004036),1331498,org_rg_25_e,SERVICE EMPLOYEES INTERNATIONAL UNION,add to map,no,a6b23a19-bfa3-49f4-a697-1dcf0def47bf,,merge_conflict,FALSE,TRUE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,7900000,8446000,Washington,DC,20036,
SEIU LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,980422,org_rg_25_f,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,add to map,yes,320d022d-d191-45c9-818e-eb02989564fb,,merge_conflict,FALSE,TRUE,FALSE,1,same_contributor_id,2500,8446000,Los Angeles,CA,90005,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,1296948,org_rg_25_j,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,add to map,yes,f7636b51-da70-44bd-86eb-e0f86a8e6b85,,merge_conflict,TRUE,TRUE,FALSE,1,same_contributor_id,2048,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC-SMALL CONTRIBUTOR COMMITTEE,1296948,org_rg_25_j,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,add to map,yes,f7636b51-da70-44bd-86eb-e0f86a8e6b85,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,1021,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO.1021 CANDIDATE PAC,1296948,org_rg_25_j,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,add to map,yes,f7636b51-da70-44bd-86eb-e0f86a8e6b85,,merge_conflict,FALSE,TRUE,FALSE,1,same_contributor_id,5000,8446000,Sacramento,CA,95814,
PLUMBERS & PIPEFITTERS LOCAL UNION 442 PAC,871625,org_rg_27_a,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,add to map,yes,9c05dd5e-2da1-4af0-b48b-55c7e515c150,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5000,175900,Modesto,CA,95356-9680,
PLUMBERS & STEAMFITTERS LOCAL UNION 442 PAC,871625,org_rg_27_a,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,add to map,yes,9c05dd5e-2da1-4af0-b48b-55c7e515c150,,merge_conflict,FALSE,TRUE,FALSE,2,same_contributor_id,3000,175900,Modesto,CA,95356,
PLUMBERS AND PIPEFITTERS LOCAL 442 PAC,871625,org_rg_27_a,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,add to map,yes,9c05dd5e-2da1-4af0-b48b-55c7e515c150,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5000,175900,Modesto,CA,95356,
PLUMBERS AND STEAMFITTERS LOCAL 460 PAC,1280263,org_rg_27_c,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 460,add to map,no,d37967e8-9db1-4f1b-9ac7-762667fd5d22,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Bakersfield,CA,93308-5128,
PLUMBERS AND STEAMFITTERS LOCAL NO. 467 STATE POLITICAL ACTION FUND,782481,org_rg_27_d,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 467,add to map,yes,f86ea8a0-74a6-4a9e-979a-acc03ce785c2,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,10000,175900,Burlingame,CA,94010-2305,
PLUMBERS AND STEAMFITTERS UNION LOCAL NO. 467 STATE POLITICAL ACTION FUND,782481,org_rg_27_d,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 467,add to map,yes,f86ea8a0-74a6-4a9e-979a-acc03ce785c2,,merge_conflict,FALSE,TRUE,FALSE,3,same_contributor_id,20000,175900,Burlingame,CA,94010,
PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 582 POLITICAL ACTION COMMITTEE,890440,org_rg_27_f,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 582,add to map,no,b2cb292e-a8c8-4c90-b621-c7ca985ab47b,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Orange,CA,92868-2608,
PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 761 POLITICAL ACTION COMMITTEE,890466,org_rg_27_g,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 761,add to map,no,a6597290-3bd4-4ced-bf3f-342ab008791c,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Burbank,CA,91505-1925,
PLUMBERS LOCAL NO. 78 POLITICAL ACTION COMMITTEE,920927,org_rg_27_h,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 78,add to map,yes,5643ca6f-4e65-453f-9c62-937d6d107211,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,10000,175900,Los Angeles,CA,90015-1213,
PLUMBERS LOCAL UNION NO. 78,NA,org_rg_27_h,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 78,add to map,yes,5643ca6f-4e65-453f-9c62-937d6d107211,,merge_conflict,FALSE,TRUE,FALSE,11,exact_name_v1 | exact_name_v1 | map1_bridge,13851.2,175900,Los Angeles,CA,90015-1213,
AFSCME COUNCIL 57 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_29_a,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",add to map,yes,cdc08a40-486e-4bed-afdc-aebac8595217,,adding_to_existing,FALSE,TRUE,FALSE,24,exact_name_v1 | exact_name_v1 | map1_bridge,218495.75,437933.15,Oakland,CA,94606,
AMERICAN FEDERATION OF STATE COUNTY COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC,1313474,org_rg_29_a,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",add to map,yes,cdc08a40-486e-4bed-afdc-aebac8595217,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,1000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC",1313474,org_rg_29_a,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",add to map,yes,cdc08a40-486e-4bed-afdc-aebac8595217,,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,17500,437933.15,Norwalk,CA,90650 | 90650-8352,
"AMERICAN FEDERATION OF STATE, COUNTY, MUNICIPAL EMPLOYEES-COUNCIL 57 PAC",1313474,org_rg_29_a,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",add to map,yes,cdc08a40-486e-4bed-afdc-aebac8595217,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,2500,437933.15,NORWALK,CA,90650,
AFSCME LOCAL 2620,850523,org_rg_29_g,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",add to map,yes,bf65f7e1-324f-4673-88f1-2d74377dea16,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,875,437933.15,Norwalk,CA,90650,
AFSCME LOCAL 2620 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,org_rg_29_g,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",add to map,yes,bf65f7e1-324f-4673-88f1-2d74377dea16,,adding_to_existing,FALSE,TRUE,FALSE,33,exact_name_v1 | exact_name_v1 | map1_bridge,26263,437933.15,Los Angeles,CA,90057,
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 POLITICAL ACTION COMMITTEE",850523,org_rg_29_g,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",add to map,yes,bf65f7e1-324f-4673-88f1-2d74377dea16,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2620,437933.15,NORWALK,CA,90650,
AFSCME LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_29_j,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299",add to map,no,564570cb-4b5f-4155-8cb7-7650ad6c7739,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,183912.3,437933.15,Oakland,CA,94612,
"AFSCME, AFL-CIO, COUNCIL 36 PAC",747152,org_rg_29_o,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36",add to map,yes,78e7d777-e59e-462e-8700-62e20f778baf,,new_entity,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,437933.15,Los Angeles,CA,90020,
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO, COUNCIL 36 PAC",747152,org_rg_29_o,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36",add to map,yes,78e7d777-e59e-462e-8700-62e20f778baf,,new_entity,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,437933.15,LOS ANGELES,CA,90020,
"AMERICAN FEDERATION OF STATE, COUNTY, & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE",960772,org_rg_29_p,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES",add to map,yes,d72959e0-d052-4363-acef-020e0b991540,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,3000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL NO. 685 POLITICAL ACTION COMMITTEE",744558,org_rg_29_q,LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,add to map,yes,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5900,437933.15,Vernon,CA,90058-3914,"not sure why this doesn't specify LA county, but others do"
LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE,744558,org_rg_29_q,LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,add to map,yes,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,5900,437933.15,Vernon,CA,90058,
"LA COUNTY PROBATION OFFICERS UNION AFSCME, LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE",744558,org_rg_29_q,LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,add to map,yes,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,5900,437933.15,Vernon,CA,90058,
CA NEW CAR DEALERS ASSOCIATION PAC,741623,org_rg_5,CALIFORNIA NEW CAR DEALERS ASSOCIATION,add to map,yes,6f8a856f-9308-49eb-b561-61a0e276a3a3,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,10900,78400,Sacramento,CA,95814,
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES (ACLHIC) PAC,761012,org_rg_50_a,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES,add to map,yes,f85ef115-079f-4762-a667-998376eb6194,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,1500,39000,Sausalito,CA,94965,
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC,761012,org_rg_50_a,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES,add to map,yes,f85ef115-079f-4762-a667-998376eb6194,,adding_to_existing,FALSE,TRUE,FALSE,3,same_contributor_id,5500,39000,Sausalito,CA,94965,
"DISABILITY PAC, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",1252379,org_rg_50_b,DISABILITY PAC,add to map,yes,952dcaa5-bfd0-4aef-a357-d1a42df08cc2,,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,4000,39000,Sausalito,CA,94965,
DISABILITY POLITICAL ACTION COMMITTEE SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES,1252379,org_rg_50_b,DISABILITY PAC,add to map,yes,952dcaa5-bfd0-4aef-a357-d1a42df08cc2,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,2000,39000,Sausalito,CA,94965,
"DISABILITY POLITICAL ACTION COMMITTEE, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",1252379,org_rg_50_b,DISABILITY PAC,add to map,yes,952dcaa5-bfd0-4aef-a357-d1a42df08cc2,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2000,39000,Sausalito,CA,94965,
CA CORRECTIONAL PEACE OFFICERS ASSN PAC,830349,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,3000,2913863,Sacramento,CA,95814,
CA CORRECTIONAL PEACE OFFICERS ASSOCIATION PAC,830349,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,11800,2913863,Sacramento,CA,95814,
CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOC PAC,830349,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,1500,2913863,Sacramento,CA,95814,
CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (INTERMEDIARY FOR MEMBERS UNDER $100),NA,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,2913863,2913863,West Sacramento,CA,95605-,
CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (CCPOA) LOCAL POLITICAL ACTION COMMITTEE,960532,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,5900,2913863,Sacramento,CA,95814,"different ids, not sure what local means"
CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION LOCAL PAC,960532,org_rg_81,CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION,add to map,yes,87ec774e-605e-4528-83d6-60921b8b41c0,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,350000,2913863,Sacramento,CA,95814,
VERIZON COMMUNICATIONS INC. & IT'S AFFILIATES,NA,org_rg_8244,VERIZON,add to map,yes,ba347816-9ee3-4afc-ac68-f153e48456cd,,adding_to_existing,FALSE,TRUE,FALSE,2,exact_name_v1,10000,25000,Washington,DC,20005,
"VERIZON COMMUNICATIONS, INC. GOOD GOVERNMENT CLUB-CALIFORNIA",790703,org_rg_8244,VERIZON,add to map,yes,ba347816-9ee3-4afc-ac68-f153e48456cd,,adding_to_existing,TRUE,TRUE,FALSE,1,map1_bridge,4900,25000,Newbury Park,CA,91320,
SEMPRA,NA,org_rg_89,SEMPRA ENERGY,add to map,yes,d079c4a3-869d-479e-8088-9748f35874f2,,adding_to_existing,FALSE,TRUE,FALSE,44,exact_name_v1 | exact_name_v1 | map1_bridge,310675,185400,San Diego | SAN DIEGO,CA,92101,
SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE - STATE COMMITTEE,842008,org_rg_89,SEMPRA ENERGY,add to map,yes,d079c4a3-869d-479e-8088-9748f35874f2,,adding_to_existing,FALSE,TRUE,FALSE,4,same_contributor_id,36100,185400,San Diego,CA,92101,
SEMPRA ENERGY EMPLOYEES STATE PAC,842008,org_rg_89,SEMPRA ENERGY,add to map,yes,d079c4a3-869d-479e-8088-9748f35874f2,,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,2900,185400,San Diego,CA,92101,
SEMPRA 'FORMERLY SEMPRA ENERGY',NA,org_rg_89,SEMPRA ENERGY,add to map,yes,d079c4a3-869d-479e-8088-9748f35874f2,,adding_to_existing,FALSE,FALSE,FALSE,12,exact_name_v1,143928,129128,San Diego,CA,92101,
SEMPRA FORMERLY SEMPRA ENERGY,NA,org_rg_89,SEMPRA ENERGY,add to map,yes,d079c4a3-869d-479e-8088-9748f35874f2,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,8900,129128,San Diego,CA,92101,
LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014 LEGISLATIVE FUND COMMITTEE,742008,org_rg_9_c,LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014,add to map,yes,544c808c-31d0-4153-8f13-b837df229769,,new_entity,FALSE,TRUE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,88400,122600,El Monte,CA,91731 | 91731-3002,
LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014 LEGISLATIVE FUND COMMITTEE SMALL CONTRIBUTOR COMMITTEE,742008,org_rg_9_c,LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014,add to map,yes,544c808c-31d0-4153-8f13-b837df229769,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,1500,122600,El Monte,CA,91731,
SACRAMENTO AREA FIRE FIGHTERS LOCAL 522 POLITICAL ACTION COMMITTEE,746138,org_rg_9_d,SACRAMENTO AREA FIRE FIGHTERS LOCAL 522,add to map,yes,c807cdc4-632c-4888-803e-af14eca0b2ca,,adding_to_existing,FALSE,TRUE,FALSE,2,same_contributor_id,45100,122600,Sacramento | SACRAMENTO,CA,95814 | 95814-3970,
"FACULTY FOR OUR UNIVERSITY'S FUTURE, A CMTE SPONSORED BY THE CA FACULTY ASSN.",850007,org_rg_91_b,FACULTY FOR OUR UNIVERSITY'S FUTURE,add to map,yes,4a599149-1397-4e75-9d59-a7db1c42c748,,adding_to_existing,FALSE,TRUE,FALSE,2,same_contributor_id,5900,78400,Sacramento,CA,95814,
LABORERS LOCAL #89 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_95_a,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89,add to map,yes,afd4c1fc-7914-4027-be63-1c0d91530150,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6897.39,50747.94,San Diego,CA,92105,
LABORER'S INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89 POLITICAL ACTION FUND,1316497,org_rg_95_a,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89,add to map,yes,afd4c1fc-7914-4027-be63-1c0d91530150,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge,39200,220400,San Diego,CA,92105-5251,
LABORERS LOCAL #1309 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_95_c,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1309,add to map,yes,6187c78a-16ed-4d3f-a37b-35f40c2127d1,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,7429.22,50747.94,Lakewood,CA,90712,
