"entity_name","canonical_name_r1","to_add_status_r1","entity_status_r1","entity_id_r1","Contributor.ID_r1","city_r1","state_r1","review_group_id_r1","confirmed_link_r1","confirmed_r1","is_conflict_r1","notes_r1","link_methods_r1","n_contributions_r1","total_amount_r1","zip_r1","Contributor.ID_r2","review_group_id_r2","canonical_name_r2","to_add_status_r2","confirmed_link_r2","entity_id_r2","flag_r2","entity_status_r2","confirmed_r2","conflicting_contributor_ids_r2","is_conflict_r2","n_contributions_r2","link_methods_r2","total_amount_r2","max_single_recipient_r2","city_r2","state_r2","zip_r2","notes_r2","review_source","in_refined_queue"
"FOSTER POULTRY FARMS LLC(BILL MATTOS)","FOSTER POULTRY FARMS","add to map","new_entity","f471e9bc-75b2-422f-8cc2-a0e279163150",NA,"Livingston","CA","org_rg_254","yes",FALSE,FALSE,"","exact_name_v4",1,3000,"95344",NA,"org_rg_8762","FOSTER POULTRY FARMS","in existing map","yes","f471e9bc-75b2-422f-8cc2-a0e279163150","","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v4 | map1_bridge",3000,10000,"Livingston","CA","95344","","both",FALSE
"KINDRED HEALTHCARE OPERATING, LLC","KINDRED HEALTHCARE OPERATING","in existing map","adding_to_existing","679d3fa5-2d28-4392-ad76-a92da415c817",NA,"Louisville","KY","org_rg_255","yes",TRUE,FALSE,"","exact_name_v4",1,1000,"40202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"KINDRED HEALTHCARE OPERATING, LLC(STEVE ALBRECHT)","KINDRED HEALTHCARE OPERATING","add to map","adding_to_existing","679d3fa5-2d28-4392-ad76-a92da415c817",NA,"Louisville","KY","org_rg_255","yes",FALSE,FALSE,"","exact_name_v4",1,2500,"40202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION","MCDONALD'S","add to map","new_entity","2e0f297b-4626-4da0-8509-86d3458f2d8e",NA,"Chicago","IL","org_rg_256","yes",FALSE,FALSE,"","exact_name_v4",1,5000,"60607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION(LAUREN AGUILAR)","MCDONALD'S","add to map","new_entity","2e0f297b-4626-4da0-8509-86d3458f2d8e",NA,"Chicago","IL","org_rg_256","yes",FALSE,FALSE,"","exact_name_v4",1,5000,"60607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"ARCADIAN INFRACOM","ARCADIAN INFRACOM","name is already canonical","new_entity","fe22b3d1-0174-42a2-a948-0d93997c4051",NA,"St. Louis","MO","org_rg_257","yes",FALSE,FALSE,"","exact_name_v5",1,2000,"63108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"ARCADIAN INFRACOM, INC.","ARCADIAN INFRACOM","add to map","new_entity","fe22b3d1-0174-42a2-a948-0d93997c4051",NA,"San Ramon","CA","org_rg_257","yes",FALSE,FALSE,"","exact_name_v5",1,15000,"94583-5110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"CAL PACIFIC SUPPLY","CAL PACIFIC SUPPLY","name is already canonical","new_entity","157040a8-e5bc-4b33-abb6-d98d3af3ad9e",NA,"Madera","CA","org_rg_258","yes",FALSE,FALSE,"","exact_name_v5",1,25000,"93637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"CAL PACIFIC SUPPLY INC.","CAL PACIFIC SUPPLY","add to map","new_entity","157040a8-e5bc-4b33-abb6-d98d3af3ad9e",NA,"Madera","CA","org_rg_258","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"93637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"CAMBRIDGE HEALTHCARE SERVICES (CASSIE DUNHAM)","CAMBRIDGE HEALTHCARE SERVICES","add to map","new_entity","1074ba87-5505-4bca-831a-029e363b26d1",NA,"Buena Park","CA","org_rg_259","yes",FALSE,FALSE,"","exact_name_v5",1,10000,"90620-1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"CAMBRIDGE HEALTHCARE SERVICES LLC","CAMBRIDGE HEALTHCARE SERVICES","add to map","new_entity","1074ba87-5505-4bca-831a-029e363b26d1",NA,"Buena Park","CA","org_rg_259","yes",FALSE,FALSE,"","exact_name_v5",1,10000,"90620-1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"CALIFORNIA WATER ASSOCIATION PAC","CALIFORNIA WATER ASSOCIATION","in existing map","adding_to_existing","e85e93fb-c52c-4792-9015-920387c224fb",890906,"Sacramento","CA","org_rg_26","yes",TRUE,FALSE,"","map1_bridge | same_contributor_id",1,4000,"95814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"CALIFORNIA WATER ASSOCIATION POLITICAL ACTION COMMITTEE","CALIFORNIA WATER ASSOCIATION","add to map","adding_to_existing","e85e93fb-c52c-4792-9015-920387c224fb",890906,"Sacramento","CA","org_rg_26","yes",FALSE,FALSE,"","map1_bridge | same_contributor_id | same_contributor_id",3,49200,"95814 | 95814-4503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"KINGS OIL TOOLS","KINGS OIL TOOLS","name is already canonical","new_entity","91961377-b880-462b-a1ae-f8e6a45c7cad",NA,"Paso Robles","CA","org_rg_261","yes",FALSE,FALSE,"","exact_name_v5",1,2500,"93446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"KINGS OIL TOOLS INC","KINGS OIL TOOLS","add to map","new_entity","91961377-b880-462b-a1ae-f8e6a45c7cad",NA,"Paso Robles","CA","org_rg_261","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"93446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"MCNICHOLAS & MCNICHOLAS LLP (MATTHEW S. MCNICHOLAS)","MCNICHOLAS & MCNICHOLAS","add to map","new_entity","eb037b01-88d1-4a43-a479-022615a8aa08",NA,"Los Angeles","CA","org_rg_262","yes",FALSE,FALSE,"","exact_name_v5",1,39200,"90024-4338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"MCNICHOLAS & MCNICHOLAS, LLP","MCNICHOLAS & MCNICHOLAS","add to map","new_entity","eb037b01-88d1-4a43-a479-022615a8aa08",NA,"Los Angeles","CA","org_rg_262","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"90024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"MEDIC AMBULANCE SERVICE INC.","MEDIC AMBULANCE SERVICE","add to map","new_entity","da6b9fd4-b3f5-473f-90f3-cc388246fde0",NA,"Vallejo","CA","org_rg_263","yes",FALSE,FALSE,"","exact_name_v5",1,35000,"94590-2408",NA,"org_rg_8985","MEDIC AMBULANCE SERVICE","in existing map","yes","da6b9fd4-b3f5-473f-90f3-cc388246fde0","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy",35000,35000,"Vallejo","CA","94590-2408","","both",FALSE
"MEDIC AMBULANCE SERVICE, INC.","MEDIC AMBULANCE SERVICE","add to map","new_entity","da6b9fd4-b3f5-473f-90f3-cc388246fde0",NA,"Fairfield","CA","org_rg_263","yes",FALSE,FALSE,"","exact_name_v5",1,2500,"94534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"PANISH SHEA RAVIPUDI LLP (JESSIE KOHLER)","PANISH SHEA RAVIPUDI","add to map","new_entity","168c1897-62ff-4f81-a8eb-45906083dcde",NA,"Los Angeles","CA","org_rg_264","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"90025-3341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"PANISH SHEA RAVIPUDI, LLP","PANISH SHEA RAVIPUDI","add to map","new_entity","168c1897-62ff-4f81-a8eb-45906083dcde",NA,"Los Angeles","CA","org_rg_264","yes",FALSE,FALSE,"","exact_name_v5",1,9800,"90025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"PANISH, SHEA, RAVIPUDI LLP","PANISH SHEA RAVIPUDI","add to map","new_entity","168c1897-62ff-4f81-a8eb-45906083dcde",NA,"Los Angeles","CA","org_rg_264","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"90025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"PWC US GROUP LLP","PRICEWATERHOUSE COOPERS","add to map","new_entity","21b255d5-219f-47d5-a815-bd9018ef9ed9",NA,"New York","NY","org_rg_265","yes",FALSE,FALSE,"didn't match to mapping","exact_name_v5",1,10000,"10017-6232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"PWC US GROUP, LLP","PRICEWATERHOUSE COOPERS","add to map","new_entity","21b255d5-219f-47d5-a815-bd9018ef9ed9",NA,"Tampa","FL","org_rg_265","yes",FALSE,FALSE,"didn't match to mapping","exact_name_v5",1,3000,"33607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SAN JOSE WATER","SAN JOSE WATER","name is already canonical","new_entity","47b3a389-d8dd-424a-b7d5-037bd0c66dae",NA,"San Jose","CA","org_rg_266","yes",FALSE,FALSE,"","exact_name_v5",1,500,"95110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SAN JOSE WATER COMPANY","SAN JOSE WATER","add to map","new_entity","47b3a389-d8dd-424a-b7d5-037bd0c66dae",NA,"San Jose","CA","org_rg_266","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"95110-2131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"STANISLAUS FOOD PRODUCTS COMPANY","STANISLAUS FOOD PRODUCTS","add to map","new_entity","527381c9-9828-4a49-97c1-069969d3f759",NA,"Modesto","CA","org_rg_267","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"95354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"STANISLAUS FOOD PRODUCTS, LLC","STANISLAUS FOOD PRODUCTS","add to map","new_entity","527381c9-9828-4a49-97c1-069969d3f759",NA,"Modesto","CA","org_rg_267","yes",FALSE,FALSE,"","exact_name_v5",1,5000,"95354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",TRUE
"SMART JUSTICE AMERICA ACTION FUND (FEC ID#C00889832)",NA,"don't add","new_entity","f9595f5c-2e3d-4a21-a460-c8679f394324",NA,"Sacramento","CA","org_rg_268_a","no",FALSE,FALSE,"","internal_fuzzy",1,50000,"95815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SMART JUSTICE CALIFORNIA ACTION FUND",NA,"don't add","new_entity","226722b3-f85a-4d86-ade1-e835d78a6a50",1423131,"Sacramento","CA","org_rg_268_b","no",FALSE,FALSE,"","internal_fuzzy",1,-12700,"95815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"J-C INVESTMENTS",NA,"don't add","new_entity","1dc2a1b8-67d4-4fc4-8419-2b9fae3ee22a",NA,"Downey","CA","org_rg_269_a","no",FALSE,FALSE,"","internal_fuzzy",1,500,"90240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"JMK INVESTMENTS, INC.",NA,"don't add","new_entity","6a8ce842-e0ff-422d-821a-67c63bbe3179",NA,"Santa Clara","CA","org_rg_269_b","no",FALSE,FALSE,"","internal_fuzzy",1,500,"95051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SPRINKLER FITTERS UNITED ASSOCIATION 709 P.A.C","SPRINKLER FITTERS UNITED ASSOCIATION 709","add to map","adding_to_existing","33b3b8db-4411-4661-aadd-97f80ac13802",901643,"Whittier","CA","org_rg_27","yes",FALSE,FALSE,"","same_contributor_id",1,5000,"90606-2602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SPRINKLER FITTERS UNITED ASSOCIATION 709 P.A.C.","SPRINKLER FITTERS UNITED ASSOCIATION 709","add to map","adding_to_existing","33b3b8db-4411-4661-aadd-97f80ac13802",901643,"Whittier","CA","org_rg_27","yes",FALSE,FALSE,"","same_contributor_id",1,1000,"90606-2602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"BEHAN CONSTRUCTION",NA,"don't add","new_entity","84996337-55c7-4dca-85e4-dab1be177ef4",NA,"San Francisco","CA","org_rg_270_a","no",FALSE,FALSE,"","internal_fuzzy",1,100,"94112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"VEEN CONSTRUCTION",NA,"don't add","new_entity","02826bb8-0cb0-4fe7-87cb-0118721bcb0d",NA,"Grover Beach","CA","org_rg_270_b","no",FALSE,FALSE,"","internal_fuzzy",1,100,"93433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"DWO ENTERPRISES, INC.",NA,"don't add","new_entity","9bb924e8-2432-4335-99e0-ddca6dd00aa6",NA,"Rancho Santa Fe","CA","org_rg_271_a","no",FALSE,FALSE,"","internal_fuzzy",1,39200,"92091",NA,"org_rg_8977_a",NA,"don't add","no","0b7f8ad5-cab7-41e6-b014-43b9cde50fd4","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy",39200,39200,"Rancho Santa Fe","CA","92091","","both",FALSE
"SY ENTERPRISES, INC.",NA,"don't add","new_entity","0ef69c8e-edfd-4e89-9c95-7311945fc5c9",NA,"San Ysidro","CA","org_rg_271_b","no",FALSE,FALSE,"","internal_fuzzy",1,5000,"92173",NA,"org_rg_8977_h",NA,"don't add","no","7734645f-1a19-4fdb-9d2a-019b8920061e","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy",5000,39200,"San Ysidro","CA","92173","","both",FALSE
"LATEEFAH FOR CONGRESS","LATEEFAH SIMON FOR CONGRESS","add to map","new_entity","087819aa-6ae5-42da-bf44-512eb4b248e8",NA,"Oakland","CA","org_rg_272","yes",FALSE,FALSE,"","internal_fuzzy",1,1000,"94612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"LATEEFAH SIMON FOR CONGRESS","LATEEFAH SIMON FOR CONGRESS","name is already canonical","new_entity","fb5f0d71-1e30-47c5-bf9d-efe97fc43124",NA,"Chicago","IL","org_rg_272","yes",FALSE,FALSE,"","internal_fuzzy",1,1500,"60603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"LABORER'S UNION LOCAL NO. 777 PAC",NA,"uncertain","new_entity","13b04cb3-1d69-4412-86ab-56418191ea8f",NA,"Riverside","CA","org_rg_273_a","no",FALSE,FALSE,"LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 77? in cal access is: https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1063204 ","internal_fuzzy",1,20000,"92501-3510",NA,"org_rg_95_b",NA,"uncertain","no","2c4dd07b-5e45-467d-946c-d6759076ab54","more than one canonical name","adding_to_existing",FALSE,TRUE,FALSE,1,"internal_fuzzy",20000,220400,"Riverside","CA","92501-3510","this is the weird one","both",TRUE
"LABORERS LOCAL UNION NO. 783-PAC",NA,"don't add","new_entity","d5c853c7-af1c-4bc2-8ad2-67aa4ea9e11b",981333,"San Bernardino","CA","org_rg_273_b","no",FALSE,FALSE,"","internal_fuzzy",1,5000,"92408-2110",981333,"org_rg_95_h",NA,"don't add","no","724f2b7d-914e-4c8b-81e4-d4f0010e666e","","adding_to_existing",TRUE,TRUE,FALSE,1,"internal_fuzzy | map1_bridge",5000,220400,"San Bernardino","CA","92408-2110","","both",TRUE
"D&N MANAGEMENT LLC (DOMINIC ASSALI)",NA,"don't add","new_entity","1af17db8-c171-4140-af28-13cf30b1a3a4",NA,"Ceres","CA","org_rg_274_a","no",FALSE,FALSE,"","internal_fuzzy",1,39200,"95307-9527",NA,"org_rg_8987_a",NA,"don't add","no","a481bc7a-38b8-4fc0-9bb6-ac54e5eff65d","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy",39200,40200,"Ceres","CA","95307-9527","","both",TRUE
"NRD MANAGEMENT LLC (NATHAN DAVIT)",NA,"don't add","new_entity","47247f7b-dd5a-4c7d-bbfc-8550b9279acb",NA,"Phoenix","AZ","org_rg_274_b","no",FALSE,FALSE,"","internal_fuzzy",1,1000,"85016-7849",NA,"org_rg_8987_b",NA,"don't add","no","49c79503-240d-457c-83e5-3754373481aa","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy",1000,40200,"Phoenix","AZ","85016-7849","","both",TRUE
"ACE PUBLIC ADJUSTERS, INC.",NA,"don't add","new_entity","075f5946-8113-481d-b496-cac6cf891416",NA,"Glendale","CA","org_rg_275_a","no",FALSE,FALSE,"","internal_fuzzy",1,2500,"91201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"TIR PUBLIC ADJUSTERS, LLC",NA,"don't add","new_entity","9569099c-0849-46f8-9cd1-efde82ecc54d",NA,"Glendale","CA","org_rg_275_b","no",FALSE,FALSE,"","internal_fuzzy",1,500,"91203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SUTTER EAST BAY MEDICAL GROUP INC.","SUTTER MEDICAL GROUP","add to map","new_entity","c0fef8bd-bc3d-45be-af2b-5803e95fb36a",NA,"Oakland","CA","org_rg_276","yes",FALSE,FALSE,"","internal_fuzzy",1,30000,"94609-3108",NA,"org_rg_8946","SUTTER MEDICAL GROUP","in existing map","yes","c0fef8bd-bc3d-45be-af2b-5803e95fb36a","","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v5",30000,30000,"Oakland","CA","94609-3108","","both",FALSE
"SUTTER MEDICAL GROUP INC.","SUTTER MEDICAL GROUP","add to map","new_entity","c0fef8bd-bc3d-45be-af2b-5803e95fb36a",NA,"Sacramento","CA","org_rg_276","yes",FALSE,FALSE,"","internal_fuzzy",1,39200,"95833-4134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"review1_only",FALSE
"SUTTER NORTH MEDICAL GROUP INC.","SUTTER MEDICAL GROUP","add to map","new_entity","c0fef8bd-bc3d-45be-af2b-5803e95fb36a",NA,"Yuba City","CA","org_rg_276","yes",FALSE,FALSE,"","internal_fuzzy",1,25000,"95991-5005",NA,"org_rg_8946","SUTTER MEDICAL GROUP","in existing map","yes","c0fef8bd-bc3d-45be-af2b-5803e95fb36a","","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v5",25000,25000,"Yuba City","CA","95991-5005","","both",FALSE
"FOWLER PACKING COMPANY INC.","FOWLER PACKING COMPANY","add to map","new_entity","79359c79-d846-47ea-879e-43d8bb2935cc",NA,"Fresno","CA","org_rg_277","yes",FALSE,FALSE,"","internal_fuzzy+map1_bridge",1,25000,"93725",NA,"org_rg_8879","FOWLER PACKING COMPANY","in existing map","yes","79359c79-d846-47ea-879e-43d8bb2935cc","","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v5 | map1_bridge",25000,25000,"Fresno","CA","93725","","both",FALSE
"FOWLER PACKING COMPANY, INC.","FOWLER PACKING COMPANY","add to map","new_entity","79359c79-d846-47ea-879e-43d8bb2935cc",NA,"Fresno","CA","org_rg_277","yes",FALSE,FALSE,"","internal_fuzzy+map1_bridge",1,10000,"93725-8905",NA,"org_rg_8879","FOWLER PACKING COMPANY","in existing map","yes","79359c79-d846-47ea-879e-43d8bb2935cc","","adding_to_existing",TRUE,FALSE,FALSE,1,"map1_bridge",10000,25000,"Fresno","CA","93725-8905","","both",FALSE
"VERIZON COMMUNICATIONS, INC.","VERIZON","add to map","adding_to_existing","ba347816-9ee3-4afc-ac68-f153e48456cd",NA,"Sacramento","CA","org_rg_278","yes",FALSE,FALSE,"didn't match to map","map1_bridge",1,25000,"95814-5002",NA,"org_rg_8244","VERIZON","in existing map","yes","ba347816-9ee3-4afc-ac68-f153e48456cd","","adding_to_existing",TRUE,TRUE,FALSE,1,"map1_bridge",25000,25000,"Sacramento","CA","95814-5002","","both",FALSE
"VERIZON COMMUNICATIONS, INC. GOOD GOVERNMENT CLUB-CALIFORNIA",NA,"add to map","adding_to_existing","ba347816-9ee3-4afc-ac68-f153e48456cd",790703,"Newbury Park","CA","org_rg_278","yes",FALSE,FALSE,"","map1_bridge",1,4900,"91320",790703,"org_rg_8244","VERIZON","in existing map","yes","ba347816-9ee3-4afc-ac68-f153e48456cd","","adding_to_existing",TRUE,TRUE,FALSE,1,"map1_bridge",4900,25000,"Newbury Park","CA","91320","","both",FALSE
"UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL CANDIDATE","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","add to map","adding_to_existing","760be8fd-377b-40de-b79f-aebf55ca929f",910874,"Buena Park","CA","org_rg_28","yes",FALSE,FALSE,"","same_contributor_id",1,2500,"90620",910874,"org_rg_117_e","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","in existing map","yes","760be8fd-377b-40de-b79f-aebf55ca929f","","adding_to_existing",TRUE,TRUE,FALSE,1,"same_contributor_id",2500,156800,"Buena Park","CA","90620","","both",FALSE
"UNITED FOOD AND COMMERCIAL WORKERS WESTERN STATES COUNCIL CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","add to map","adding_to_existing","760be8fd-377b-40de-b79f-aebf55ca929f",910874,"Buena Park","CA","org_rg_28","yes",FALSE,FALSE,"","map1_bridge | same_contributor_id | same_contributor_id",2,4000,"90620",910874,"org_rg_117_e","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","in existing map","yes","760be8fd-377b-40de-b79f-aebf55ca929f","","adding_to_existing",TRUE,TRUE,FALSE,8,"map1_bridge | same_contributor_id | same_contributor_id",13500,156800,"Buena Park","CA","90620","","both",TRUE
"UNITED FOOD AND COMMERCIAL WORKERS WESTERN STATES COUNCIL CANDIDATES PAC","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","add to map","adding_to_existing","760be8fd-377b-40de-b79f-aebf55ca929f",910874,"Buena Park","CA","org_rg_28","yes",FALSE,FALSE,"","map1_bridge | same_contributor_id",1,39200,"90620-3930",910874,"org_rg_117_e","UNITED FOOD & COMMERCIAL WORKERS WESTERN STATES COUNCIL","in existing map","yes","760be8fd-377b-40de-b79f-aebf55ca929f","","adding_to_existing",TRUE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",39200,156800,"Buena Park","CA","90620-3930","","both",TRUE
"DOCTORS COMPANY POLITICAL ACTION COMMITTEE (DOCPAC)","DOCTORS COMPANY","add to map","adding_to_existing","16be16c3-5ee6-49a0-a8c7-a60b4a6a6301",923140,"Napa","CA","org_rg_29","yes",FALSE,FALSE,"","same_contributor_id",1,7500,"94558-6270",923140,"org_rg_119","DOCTOR'S COMPANY","in existing map","yes","4b8cb7ca-9477-4c4f-b2ee-a68ae7edd05f","","merge_conflict",TRUE,FALSE,TRUE,1,"same_contributor_id",7500,11800,"Napa","CA","94558-6270","","both",FALSE
"DOCTORS COMPANY POLITICAL ACTION COMMITTEE AKA DOCPAC; THE","DOCTORS COMPANY","add to map","adding_to_existing","16be16c3-5ee6-49a0-a8c7-a60b4a6a6301",923140,"Napa","CA","org_rg_29","yes",FALSE,FALSE,"","same_contributor_id",1,5000,"94558-6270",923140,"org_rg_119","DOCTOR'S COMPANY","in existing map","yes","4b8cb7ca-9477-4c4f-b2ee-a68ae7edd05f","","merge_conflict",TRUE,FALSE,TRUE,1,"same_contributor_id",5000,11800,"Napa","CA","94558-6270","","both",FALSE
"THE DOCTORS COMPANY PAC AKA DOCPAC","DOCTORS COMPANY","in existing map","adding_to_existing","16be16c3-5ee6-49a0-a8c7-a60b4a6a6301",923140,"Napa","CA","org_rg_29","yes",TRUE,FALSE,"","same_contributor_id",1,1500,"94558",923140,"org_rg_119","DOCTORS COMPANY","in existing map","yes","4b8cb7ca-9477-4c4f-b2ee-a68ae7edd05f","","merge_conflict",TRUE,FALSE,TRUE,13,"same_contributor_id",36900,11800,"Napa","CA","94558","","both",FALSE
"CALIFORNIA MEDICAL ASSOCIATION","CALIFORNIA MEDICAL ASSOCIATION","name is already canonical","adding_to_existing","3309a3a9-ea67-48cb-bb69-6221765da320",NA,"SACRAMENTO","CA","org_rg_3","yes",FALSE,FALSE,"not sure if this is the same as the PAC or not","internal_fuzzy | map1_bridge",1,1e+05,"95814",NA,"org_rg_12_a","CALIFORNIA MEDICAL ASSOCIATION","in existing map","yes","3309a3a9-ea67-48cb-bb69-6221765da320","","adding_to_existing",TRUE,FALSE,FALSE,1,"internal_fuzzy | map1_bridge",1e+05,1e+05,"SACRAMENTO","CA","95814","","both",TRUE
