record_name,org_concept_name,oid
"New PATH, Parents for Addiction Treatment & Healing",A New PATH: Parents for Addiction Treatment and Healing,-15218
A New Way of Life,A New Way of Life Re-Entry Project,-814
A New Way Of Life - Reentry Project,A New Way of Life Re-Entry Project,-814
a new way of life re entry project,A New Way of Life Re-Entry Project,-814
A New Way of Life Re-entry,A New Way of Life Re-Entry Project,-814
A New Way of Life Re-Entry Program,A New Way of Life Re-Entry Project,-814
A New Way of Life Re-Entry Project,A New Way of Life Re-Entry Project,-814
A New Way of Life Re-Entry Project (co-source),A New Way of Life Re-Entry Project,-814
A New Way of Life Reentry Project,A New Way of Life Re-Entry Project,-814
A Place For Mom,A Place For Mom,-868
Place For Mom,A Place For Mom,-868
"A T and T Services, Inc","A T and T Services, Inc",-1158
AT&T Services Inc,"A T and T Services, Inc",-1158
A Voice for Choice,A Voice for Choice,-1236
A Voice for Choice Advocacy,A Voice for Choice Advocacy,-15656
A Voice for Choice and Advocacy,A Voice for Choice Advocacy,-15656
Voice for Choice Advocacy,A Voice for Choice Advocacy,-15656
A&G Group,A&G Group,-100
AS&G,A&G Group,-100
A & W Disaster Recovery,A&W Disaster Recovery LLC,-19375
A & W Disaster Recovery LLC,A&W Disaster Recovery LLC,-19375
A&W Disaster Recovery LLC,A&W Disaster Recovery LLC,-19375
"A-1 A-Electrician, Inc.","A-1 A-LECTRICIAN, INC.",-18632
A-1 A-Lectrician,"A-1 A-LECTRICIAN, INC.",-18632
A-1 A-LECTRICIAN INC,"A-1 A-LECTRICIAN, INC.",-18632
A-1 A-Lectrician Inc.,"A-1 A-LECTRICIAN, INC.",-18632
"A-1 A-Lectrician, Inc","A-1 A-LECTRICIAN, INC.",-18632
"A-1 A-LECTRICIAN, INC.","A-1 A-LECTRICIAN, INC.",-18632
"A-1 Alectrician, Inc.","A-1 A-LECTRICIAN, INC.",-18632
"A-1-A-Lectrician, Inc.","A-1 A-LECTRICIAN, INC.",-18632
"A-Lectrician, Inc.","A-1 A-LECTRICIAN, INC.",-18632
A1 A-Lectrician,"A-1 A-LECTRICIAN, INC.",-18632
A-1 AIR CARRIER LLC,A-1 AIR CARRIERS LLC,-90
A-1 AIR CARRIERS LLC,A-1 AIR CARRIERS LLC,-90
"A-1 Bonding, Inc","A-1 Bonding, Inc",-19434
A-1 CONTRACT STAFFING,A-1 CONTRACT STAFFING,-91
A-1 CONTRACT STAFFING GROUP,A-1 CONTRACT STAFFING,-91
A-K Associates Inc.,A-K Associates Inc.,-12958
AK Associates Inc,A-K Associates Inc.,-12958
A B DUDLEY & ASSOCIATES,A. B. Dudley & Associates Inc,-115
A. B. Dudley & Associates Inc,A. B. Dudley & Associates Inc,-115
A DUDA & SONS,"A. Duda & Sons, Inc",-214
"A. Duda & Sons, Inc","A. Duda & Sons, Inc",-214
A. G. Spanos Companies,A. G. Spanos Companies,-310
AG Spanos Companies,A. G. Spanos Companies,-310
a. philip randolph institute,a. philip randolph institute,-866
a.philip randolph institute,a. philip randolph institute,-866
A. Stephen Hill & Associates,a. stephen hill & associates,-12959
A Teichert  Son Inc,"A. Teichert & Son, Inc.",-1159
A Teichert  Sons Inc ,"A. Teichert & Son, Inc.",-1159
"A. Teichert & Son, Inc.","A. Teichert & Son, Inc.",-1159
"A. Teichert & Sons, Inc. ","A. Teichert & Son, Inc.",-1159
"A. Teichert and Son, Inc.","A. Teichert & Son, Inc.",-1159
A. Wilsey Properties Co.,A. Wilsey Properties Company,-1239
A. Wilsey Properties Company,A. Wilsey Properties Company,-1239
A.Wilsey Properties Co.,A. Wilsey Properties Company,-1239
A.E. Biofuels,A.E. Biofuels,-252
AE Biofuels,A.E. Biofuels,-252
"A.G. Spanos Companies, including Alex G. Spanos & Affiliated Entities","A.G. Spanos Companies, including Alex G. Spanos & Affiliated Entities",-311
"A.G. Spanos Companies, including Alex G. Spanos and Affiliated Entities","A.G. Spanos Companies, including Alex G. Spanos & Affiliated Entities",-311
"A.J's Super Pawn, Inc.","A.J.'s Super Pawn, Inc.",-350
"A.J.'s Super Pawn, Inc.","A.J.'s Super Pawn, Inc.",-350
A123 Systems,A123 Systems,-92
A1A TRANSPORTATION INC,"A1A Transportation, Inc",-93
"A1A Transportation, Inc","A1A Transportation, Inc",-93
A2 Holdings LLC,"A2 Holdings, LLC",-94
"A2 Holdings, LLC","A2 Holdings, LLC",-94
AAA,AAA,-95
AAA Auto Club South,AAA,-95
AAA CALIFORNIA REGIONAL CENTER LLC,AAA,-95
Aaa Clubs,AAA,-95
aaa northern california,AAA,-95
Aaa Northern California Nevada  Utah Insurance Exchange And Affiliates,AAA,-95
"AAA Northern California, Nevada & Utah",AAA,-95
"AAA Northern California, Nevada & Utah (AAA Clubs)",AAA,-95
"Aaa Northern California, Nevada & Utah Insurance Exchange And Affiliates",AAA,-95
"AAA Northern California, Nevada and Utah",AAA,-95
"Aaa Northern California, Nevada& Utah",AAA,-95
"AAA Northern California, Nevada, and Utah",AAA,-95
"AAA Northern California, Nevada, Utah",AAA,-95
AAA of Northern California,AAA,-95
"AAA of Northern California, Nevada & Utah",AAA,-95
Auto Club in Southern California,AAA,-95
Auto Club of Northern California,AAA,-95
Auto Club of Southern California,AAA,-95
Auto Club of Southern California (AAA),AAA,-95
"Auto Club of Southern California, AAA",AAA,-95
"Automobile Club of Northern California, Nevada, and Utah",AAA,-95
AAA Texas ,AAA Texas LLC,-97
AAA Texas LLC,AAA Texas LLC,-97
"AAA TX, Interinsurance Exchange of the Auto Club, and Auto Club Co. Mutual",AAA Texas LLC,-97
Auto Club County Mutual,AAA Texas LLC,-97
Interinsurance exchange of the auto club and auto club co. Mutual,AAA Texas LLC,-97
Interinsurance exchange of the auto club and auto club county mutual,AAA Texas LLC,-97
The interinsurance exchange of the auto club and auto club county mutual,AAA Texas LLC,-97
AAAAA Rent A Space,AAAAA RENT-A-SPACE-MAUI LTD,-19694
AAAAA RENT-A-SPACE-MAUI LTD,AAAAA RENT-A-SPACE-MAUI LTD,-19694
"AAAAA Rent-a-Space-Maui, Ltd.",AAAAA RENT-A-SPACE-MAUI LTD,-19694
AAAAARent-A-Space,AAAAA RENT-A-SPACE-MAUI LTD,-19694
AADAP  iNC,AADAP  iNC,-98
"aadap, inc.",AADAP  iNC,-98
AAPI Civic Empowerment Education Fund,AAPIs for Civic Empowerment,-15220
AAPI Force,AAPIs for Civic Empowerment,-15220
AAPI FORCE-EF,AAPIs for Civic Empowerment,-15220
AAPIs for Civic Empowerment,AAPIs for Civic Empowerment,-15220
AAPIs For Civic Empowerment - Education Fund,AAPIs for Civic Empowerment,-15220
AAPIs for Civic Empowerment Education Fund,AAPIs for Civic Empowerment,-15220
APIs for Civic Empowerment,AAPIs for Civic Empowerment,-15220
APIs for Civic Empowerment Education Fund,AAPIs for Civic Empowerment,-15220
Asian American and Pacific Islanders for Civic Empowerment,AAPIs for Civic Empowerment,-15220
Asian Americans and Pacific Islanders for Civic Empowerment,AAPIs for Civic Empowerment,-15220
Asian Americans and Pacific Islanders for Civic Empowerment Education Fund,AAPIs for Civic Empowerment,-15220
Asian Americans and Pacific Islanders for Civic Empowerment Education Fund (AAPI FORCE-EF),AAPIs for Civic Empowerment,-15220
Aaron and Read Associates,Aaron Read & Associates,-102
Aaron Read  Associates LLC,Aaron Read & Associates,-102
Aaron Read & Associates,Aaron Read & Associates,-102
"Aaron Read & Associates, LLC",Aaron Read & Associates,-102
Aaron Read and Associates,Aaron Read & Associates,-102
Aaron Reardon Associates,Aaron Read & Associates,-102
Aaron Reed and Associates,Aaron Read & Associates,-102
Aaron Reid and Associates,Aaron Read & Associates,-102
Aaron-Reed and Associates,Aaron Read & Associates,-102
Erin Reed Associates,Aaron Read & Associates,-102
Read  Associates Aaron,Aaron Read & Associates,-102
Read  Associates Llc  Aaron,Aaron Read & Associates,-102
Read & Associates Aaron,Aaron Read & Associates,-102
"Read & Associates, Aaron",Aaron Read & Associates,-102
"Read & Associates, Llc,  Aaron",Aaron Read & Associates,-102
Reed & Associates,Aaron Read & Associates,-102
AAARP Texas,AARP,-104
AARP Hawaii,AARP,-104
AARP Hawaii,AARP,-104
AARP Hawaiʻi,AARP,-104
AARP,AARP,-104
AARP California,AARP,-104
AARP Capitol Resource Team,AARP,-104
AARP Florida,AARP,-104
AARP Hawaii,AARP,-104
AARP Hawai`i,AARP,-104
AARP Hawaii,AARP,-104
AARP Hawaiʻi,AARP,-104
AARP Hawai‘i,AARP,-104
AARP Home Care,AARP,-104
AARP Inc,AARP,-104
AARP New York,AARP,-104
AARP Texas,AARP,-104
"AARP, CA",AARP,-104
"AARP, California",AARP,-104
"AARP, Sacramento",AARP,-104
AARP-Texas,AARP,-104
Alzheimer'S Association ; And Aarp California.,AARP,-104
American Association of Retired People,AARP,-104
American Association of Retired Persons,AARP,-104
American Association of Retired Persons  - Sponsor,AARP,-104
American Association Of Retired Persons (Aarp),AARP,-104
American Association Of Retired Persons Aarp,AARP,-104
american association of retired persons-california,AARP,-104
Big Bear Lake AARP Chapter 2598,AARP,-104
California AARP,AARP,-104
California AARP Capital Response Team,AARP,-104
AAUW,AAUW of Hawaii,-18406
AAUW Hawaii,AAUW of Hawaii,-18406
AAUW of Hawaii,AAUW of Hawaii,-18406
AAUW of Hawaiʻi,AAUW of Hawaii,-18406
AAUW of Hawaii,AAUW of Hawaii,-18406
AAUW of Hawai`i,AAUW of Hawaii,-18406
AAUW of Hawaii,AAUW of Hawaii,-18406
AAUW of Hawaiʻi,AAUW of Hawaii,-18406
AAUW of Hawai‘i,AAUW of Hawaii,-18406
AB & Associates Insurance Services Inc.,AB & Associates Insurance Services Inc.,-19370
"AB & Associates Insurance Services, Inc.",AB & Associates Insurance Services Inc.,-19370
ABATE,Abate of CA,-106
ABATE (American Brotherhood Aimed Toward Education) PAC,Abate of CA,-106
ABATE California,Abate of CA,-106
ABATE LOCAL 2,Abate of CA,-106
ABATE Motorcyclists,Abate of CA,-106
Abate of CA,Abate of CA,-106
ABATE of California,Abate of CA,-106
Abate of California - Motorcyclists Rights & Safety Organization,Abate of CA,-106
"Abate Of California, Inc.",Abate of CA,-106
Abate PAC,Abate of CA,-106
ABATEPAC,Abate of CA,-106
AM BROTHERHOOD AIMED TOWARDS EDU (ABATEPAC),Abate of CA,-106
AM BROTHERHOOD AIMED TOWARDS EDUCATION ABATEPAC,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARD E,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARD EDUCATION,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARD EDUCATION (ABATEPAC),Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARD EDUCATION ABATEPAC,Abate of CA,-106
American Brotherhood Aimed Toward Education P.A.C.,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARD EDUCATION PAC ABATE,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARDS,Abate of CA,-106
American Brotherhood Aimed Towards Education,Abate of CA,-106
American Brotherhood Aimed Towards Education of California,Abate of CA,-106
American Brotherhood Aimed Towards Education PAC,Abate of CA,-106
AMERICAN BROTHERHOOD AIMED TOWARDS EDUCATION PAC (ABATEPAC),Abate of CA,-106
ABBIANNA LLC,ABBIANNA LLC,-108
Abbott,Abbott,-109
Abbott Corporation,Abbott,-109
Abbott Laboratories,Abbott Laboratories,-110
"Abbott Laboratories, Inc.",Abbott Laboratories,-110
Abbott Laboratories Employee PAC,Abbott Laboratories Employee PAC,-111
ABBOTT LABORATORIES EMPLOYEE PAC FEC ID C00040279,Abbott Laboratories Employee PAC,-111
ABBOTT LABORATORIES EMPLOYEE PAC FED PAC ID C00040279,Abbott Laboratories Employee PAC,-111
ABBOTT LABORATORIES EMPLOYEE PAC FED PAC ID C0040279,Abbott Laboratories Employee PAC,-111
ABBOTT LABORATORIES EMPLOYEE PAC FED PAC IDC00040279,Abbott Laboratories Employee PAC,-111
Abbott Laboratories Employees PAC,Abbott Laboratories Employee PAC,-111
ABBOTT LABORATORIES EMPLOYEES PAC FED PAC ID C00040279,Abbott Laboratories Employee PAC,-111
Abbvie,Abbvie,-112
ABBVIE FEC IDC00536573,Abbvie,-112
ABBVIE FED PAC ID C00536573,Abbvie,-112
Abbvie Federal PAC,Abbvie,-112
ABBVIE FEDERAL PAC (FEC ID C00536573),Abbvie,-112
ABBVIE FEDERAL PAC FEC ID C00536573,Abbvie,-112
ABBVIE FEDERAL PAC FED PAC ID C00536573,Abbvie,-112
ABBVIE INC,Abbvie,-112
ABBVIE INC.,Abbvie,-112
ABBVIE PAC,Abbvie,-112
ABBVIE PAC (FEC ID # C00536573),Abbvie,-112
ABBVIE PAC (FED PAC ID # C00536573),Abbvie,-112
Abbvie PAC - Federal PAC,Abbvie,-112
ABBVIE PAC FEC IDC00536573,Abbvie,-112
ABBVIE PAC FED PAC ID C00536573,Abbvie,-112
ABBVIE PAC FEDERAL COMMITTEE,Abbvie,-112
ABBVIE PAC MULTI-CANDIDATE COMMITTEE FEC ID C00536573,Abbvie,-112
ABBVIE POLITICAL ACTION (FED PAC #C005365731),Abbvie,-112
Abbvie Political Action Committe,Abbvie,-112
Abbvie Political Action Committee,Abbvie,-112
Abbvie Political Action Committee (FEC ID#C00536573),Abbvie,-112
Abbvie Political Action Committee (FED PAC ID #C00536573),Abbvie,-112
AbbVie Political Action Committee (Fed PAC ID C00536573),Abbvie,-112
"ABBVIE, ",Abbvie,-112
"ABBVIE, FEDERAL",Abbvie,-112
"AbbVie, Inc",Abbvie,-112
"ABBVIE, INC.",Abbvie,-112
"ABBVIE, INC. (FEC ID# C00536573)",Abbvie,-112
"ABC Bus Companies, Inc.",ABC Bus Company,-113
ABC Bus Company,ABC Bus Company,-113
ABC Fine Wine & Spirits,ABC Fine Wine & Spirits,-114
ABC Fine Wines and Spirits,ABC Fine Wine & Spirits,-114
ABC Stores,ABC Stores,-18901
ABC Stores,ABC Stores,-18901
Abe Lee Realty,Abe Lee Seminars LLC,-19552
Abe Lee Seminars,Abe Lee Seminars LLC,-19552
Abe Lee Seminars LLC,Abe Lee Seminars LLC,-19552
ABRAHAM LEE DBA ABE LEE REALTY,Abe Lee Seminars LLC,-19552
abell auction company,Abell Auctions,-116
Abell Auctions,Abell Auctions,-116
Abercombie for Congress,Abercrombie for Congress,-18353
Abercrombie for Congress,Abercrombie for Congress,-18353
Neil Abercrombie for Congress,Abercrombie for Congress,-18353
Aberdeen Asset Management Inc,Aberdeen Asset Management Inc.,-117
Aberdeen Asset Management Inc.,Aberdeen Asset Management Inc.,-117
Aberdeen land company,"Aberdeen Land Company, LLC",-118
"Aberdeen Land Company, LLC","Aberdeen Land Company, LLC",-118
Abernathy Consultants,Abernathy Consultants,-12962
ABFD LLC,ABFD LLC,-119
Ability Now Bay Area,Ability NOWBay Area,-120
Ability NOWBay Area,Ability NOWBay Area,-120
Abla Jewelers,Abla Jewelers Corporation,-121
Abla Jewelers Corporation,Abla Jewelers Corporation,-121
ABLE Charter School,ABLE Charter Schools,-122
ABLE Charter Schools,ABLE Charter Schools,-122
Abode Communities,Abode Communities,-16460
Abode Housing Development,Abode Housing Development,-17256
Abode Services,Abode Services,-16973
ABODU,ABODU,-16576
Abortion Coalition for Telemedicine Access,Abortion Coalition for Telemedicine Access,-17493
Abortion Coalition for Telemedicine Access (co-source),Abortion Coalition for Telemedicine Access,-17493
Abraaj North America LLC,Abraaj North America LLC,-123
ABRAMS FENSTERMAN FENSTERMAN,ABRAMS FENSTERMAN FENSTERMAN LLP,-124
ABRAMS FENSTERMAN FENSTERMAN FLOWERS GREENBERG & EISMAN,ABRAMS FENSTERMAN FENSTERMAN LLP,-124
ABRAMS FENSTERMAN FENSTERMAN LLP,ABRAMS FENSTERMAN FENSTERMAN LLP,-124
Abraxas Youth & Family Services,Abraxas Youth & Family Services,-125
Abraxas Youth&Family Services,Abraxas Youth & Family Services,-125
Abriendo Puerta,Abriendo Puertas,-126
Abriendo Puertas,Abriendo Puertas,-126
Abundance Institute,Abundance Institute,-17972
ABUNDANT HOUSING L.A.,Abundant Housing Los Angeles,-17206
Abundant Housing LA,Abundant Housing Los Angeles,-17206
Abundant Housing LA (co-source),Abundant Housing Los Angeles,-17206
Abundant Housing LA (source),Abundant Housing Los Angeles,-17206
Abundant Housing Los Angeles,Abundant Housing Los Angeles,-17206
Abundant Housing Los Angeles (Co-Sponsor),Abundant Housing Los Angeles,-17206
Spur Abundant Housing Los Angeles,Abundant Housing Los Angeles,-17206
Spur and Abundant Housing Los Angeles,Abundant Housing Los Angeles,-17206
Abundance San Francisco,Abundant SF,-15505
Abundant San Francisco,Abundant SF,-15505
Abundant SF,Abundant SF,-15505
A.C. Transit,AC Transit,-184
AC Transit,AC Transit,-184
Alameda Contra Costa Transit District AC Transit,AC Transit,-184
Alameda-Contra Costa Transit,AC Transit,-184
Alameda-Contra Costa Transit District (Ac Transit),AC Transit,-184
AlamedaContra Costa Transit District Ac Transit,AC Transit,-184
Academic Center for California Community Colleges,Academic Senate for California Community Colleges,-128
Academic Senate for California Community Colleges,Academic Senate for California Community Colleges,-128
Academic Senate for the California Community Colleges,Academic Senate for California Community Colleges,-128
Executive Committee of the Academic Senate for California Community Colleges,Academic Senate for California Community Colleges,-128
u Academic Senate for California Community Colleges,Academic Senate for California Community Colleges,-128
"Academic Senate Executive Committee, California State University, Bakersfield",Academic Senate of the California State University,-15306
Academic Senate for the California State University System,Academic Senate of the California State University,-15306
Academic Senate of the California State University,Academic Senate of the California State University,-15306
Academic Senate of the CSU,Academic Senate of the California State University,-15306
california state university academic senate,Academic Senate of the California State University,-15306
